id	subject	topic_code	topic_name	question	optionA	optionB	optionC	optionD	answer	explanation	difficulty	tags
L12101-Q005	L12	L12101	No Code / Low Code的基本概念	Citizen Developer 這個術語指？	非 IT 部門的業務開發者	政府軟體工程師	核心韌體維護者	網路設備管理員	A	選項「非 IT 部門的業務開發者」最符合題意，因此正確。	1	"[""LCNC"", ""Cit""]"
L12101-Q006	L12	L12101	No Code / Low Code的基本概念	No Code 價格模式最常見？	代幣挖礦付費	一次性盒裝授權	SaaS 訂閱制	硬體租賃	C	選項「SaaS 訂閱制」最符合題意，因此正確。	1	"[""LCNC"", ""NoC""]"
L12101-Q007	L12	L12101	No Code / Low Code的基本概念	Workflow 編排通常以什麼圖形呈現？	ASCII 藝術	B 樹	節點/箭頭流程圖	PCIe 拓撲圖	C	選項「節點/箭頭流程圖」最符合題意，因此正確。	1	"[""LCNC"", ""Wor""]"
L12101-Q008	L12	L12101	No Code / Low Code的基本概念	Schema?less NoSQL 資料庫在 PoC 階段的優勢？	強制 ACID 交易	不需事先定義欄位結構	完整 SQL2003 規格	支援 UEFI	B	選項「不需事先定義欄位結構」最符合題意，因此正確。	1	"[""LCNC"", ""Sch""]"
L12101-Q009	L12	L12101	No Code / Low Code的基本概念	在 No Code 平台中版本控制常透過？	自動快照/還原	手動 git rebase	diff 二進位	TFTP	A	選項「自動快照/還原」最符合題意，因此正確。	1	"[""LCNC"", ""在No""]"
L12101-Q010	L12	L12101	No Code / Low Code的基本概念	Serverless 與 No Code 結合可？	增加螢幕亮度	提升 8K 即時編碼	免維運後端且依用量計費	減低 DPI	C	選項「免維運後端且依用量計費」最符合題意，因此正確。	1	"[""LCNC"", ""Ser""]"
L12101-Q011	L12	L12101	No Code / Low Code的基本概念	哪一項屬於流程自動化 No Code 平台？	tmux	Photoshop	Zapier	ffmpeg	C	選項「Zapier」最符合題意，因此正確。	1	"[""LCNC"", ""哪一項""]"
L12101-Q012	L12	L12101	No Code / Low Code的基本概念	視覺化表單驗證常使用？	EEPROM 與 I2C	BIOS 旗標	規則/正則設定	手動 hex 編輯	C	選項「規則/正則設定」最符合題意，因此正確。	1	"[""LCNC"", ""視覺化""]"
L12101-Q013	L12	L12101	No Code / Low Code的基本概念	IFTTT 的運作模式為？	批次輪詢寫檔	事件觸發→動作	同步阻塞輪詢	DMA 直接存取	B	選項「事件觸發→動作」最符合題意，因此正確。	1	"[""LCNC"", ""IFT""]"
L12101-Q014	L12	L12101	No Code / Low Code的基本概念	拖放式 UI 所見即所得英文字首為？	FIFO	WYSIWYG	CRUD	CI/CD	B	選項「WYSIWYG」最符合題意，因此正確。	1	"[""LCNC"", ""拖放式""]"
L12101-Q015	L12	L12101	No Code / Low Code的基本概念	Low Code 平台常以 ______ 做前端擴充語言？	8086 ASM	Pascal	VHDL	JavaScript	D	選項「JavaScript」最符合題意，因此正確。	1	"[""LCNC"", ""Low""]"
L12101-Q016	L12	L12101	No Code / Low Code的基本概念	多租戶 (Multi?tenant) SaaS 最需注意？	螢幕刷新率	資料隔離與權限分層	冷卻管路	HVAC 風速	B	選項「資料隔離與權限分層」最符合題意，因此正確。	1	"[""LCNC"", ""多租戶""]"
L12101-Q017	L12	L12101	No Code / Low Code的基本概念	No Code Dashboard 工具範例？	Google Data Studio	GIMP	Wireshark	Tcpdump	A	選項「Google Data Studio」最符合題意，因此正確。	1	"[""LCNC"", ""NoC""]"
L12101-Q018	L12	L12101	No Code / Low Code的基本概念	Workflow 條件判斷元件常以？	布林條件/表達式	UART	PWM	I2C	A	選項「布林條件/表達式」最符合題意，因此正確。	1	"[""LCNC"", ""Wor""]"
L12101-Q019	L12	L12101	No Code / Low Code的基本概念	拖放式 AppGyver 主要用於？	跨平台行動 App	BIOS 編輯	NAS 韌體	VPN 伺服器	A	選項「跨平台行動 App」最符合題意，因此正確。	1	"[""LCNC"", ""拖放式""]"
L12101-Q020	L12	L12101	No Code / Low Code的基本概念	RPA 機器人帳號應該設定？	最小必要權限	Domain Admin	匿名 guest	Root 免密碼	A	選項「最小必要權限」最符合題意，因此正確。	1	"[""LCNC"", ""RPA""]"
L12101-Q021	L12	L12101	No Code / Low Code的基本概念	No Code 工具的 Marketplace 通常提供？	GPU 風扇	CPU 微碼	螢幕插座	預製模板與外掛	D	選項「預製模板與外掛」最符合題意，因此正確。	1	"[""LCNC"", ""NoC""]"
L12101-Q022	L12	L12101	No Code / Low Code的基本概念	導出原始碼 (Export Code) 功能可？	提升 HDR 對比	關閉 SSL	降低供應商鎖定	降低網速	C	選項「降低供應商鎖定」最符合題意，因此正確。	1	"[""LCNC"", ""導出原""]"
L12101-Q023	L12	L12101	No Code / Low Code的基本概念	Low Code Model?Driven 設計的核心？	以資料/元模型驅動 UI 與邏輯	以電壓驅動時脈	以 BIOS 旗標驅動	以色彩曲線驅動	A	選項「以資料/元模型驅動 UI 與邏輯」最符合題意，因此正確。	2	"[""LCNC"", ""Low""]"
L12101-Q024	L12	L12101	No Code / Low Code的基本概念	AutoML 服務在 LCNC 中可自動完成？	特徵工程及模型超參選擇	BIOS 超頻	聲音抗噪	Vsync 鎖定	A	選項「特徵工程及模型超參選擇」最符合題意，因此正確。	2	"[""LCNC"", ""Aut""]"
L12101-Q025	L12	L12101	No Code / Low Code的基本概念	Parallel Gateway 在 Workflow 中代表？	GPU 帶寬配置	強制單線程	併發執行多條路徑	HDMI 分路	C	選項「併發執行多條路徑」最符合題意，因此正確。	2	"[""LCNC"", ""Par""]"
L12101-Q026	L12	L12101	No Code / Low Code的基本概念	Template Governance 目的？	關閉 DHCP	控制螢幕 Gamma	審核/控管模板品質	調整 PWM	C	選項「審核/控管模板品質」最符合題意，因此正確。	2	"[""LCNC"", ""Tem""]"
L12101-Q027	L12	L12101	No Code / Low Code的基本概念	Shadow IT 在 LCNC 領域的成因？	PSU 超載	UPS 電量不足	業務可自行上雲開發	FPS 無限	C	選項「業務可自行上雲開發」最符合題意，因此正確。	2	"[""LCNC"", ""Sha""]"
L12101-Q028	L12	L12101	No Code / Low Code的基本概念	避免 Vendor Lock?in 的技術做法？	支援導出標準原碼或 REST API	僅支援私有 CLI	移除 SDK	限制 JSON	A	選項「支援導出標準原碼或 REST API」最符合題意，因此正確。	2	"[""LCNC"", ""避免V""]"
L12101-Q029	L12	L12101	No Code / Low Code的基本概念	安全沙箱對於插件的重要性？	增加電壓	提升解析度	降低扇噪	隔離執行避免越權	D	選項「隔離執行避免越權」最符合題意，因此正確。	2	"[""LCNC"", ""安全沙""]"
L12101-Q030	L12	L12101	No Code / Low Code的基本概念	事件驅動 Workflow 比輪詢效率高原因？	無需固定間隔檢查	增加 PWM	CPU Duty 降	I/O Wait 增	A	選項「無需固定間隔檢查」最符合題意，因此正確。	2	"[""LCNC"", ""事件驅""]"
L12101-Q031	L12	L12101	No Code / Low Code的基本概念	iPaaS 在 No Code 架構中的角色？	色彩校正	GPU 串流	連接/整合異質系統	磁碟重格式化	C	選項「連接/整合異質系統」最符合題意，因此正確。	2	"[""LCNC"", ""iPa""]"
L12101-Q032	L12	L12101	No Code / Low Code的基本概念	RPA 錄製流程易失效主因？	NTFS ACL	UI 元素定位改變	FSB 降低	螢幕 PPI 變動	B	選項「UI 元素定位改變」最符合題意，因此正確。	2	"[""LCNC"", ""RPA""]"
L12101-Q033	L12	L12101	No Code / Low Code的基本概念	Data Lineage 對治理的幫助？	增強音量	可追蹤資料來源及流向	減少 Frame Drop	固定背光	B	選項「可追蹤資料來源及流向」最符合題意，因此正確。	2	"[""LCNC"", ""Dat""]"
L12101-Q034	L12	L12101	No Code / Low Code的基本概念	Design?to?Code 流程首要步驟？	跑 MemTest	重開機	刷新 CMOS	解析設計稿為元件	D	選項「解析設計稿為元件」最符合題意，因此正確。	2	"[""LCNC"", ""Des""]"
L12101-Q035	L12	L12101	No Code / Low Code的基本概念	LCNC 微服務化後的挑戰？	跨服務依賴與版本管理	PWM 變頻	GPU 翻倍	LCD 漏光	A	選項「跨服務依賴與版本管理」最符合題意，因此正確。	2	"[""LCNC"", ""LCN""]"
L12101-Q036	L12	L12101	No Code / Low Code的基本概念	多環境部署 (Dev/QA/Prod) 通常透過？	光碟片	FTP 手動複製	U 盤安裝	一鍵推送/管線	D	選項「一鍵推送/管線」最符合題意，因此正確。	2	"[""LCNC"", ""多環境""]"
L12101-Q037	L12	L12101	No Code / Low Code的基本概念	DataOps 在 LCNC 需關注？	PCIe Lane	ISO 檔校驗	UART 波特率	資料版本/血統追蹤	D	選項「資料版本/血統追蹤」最符合題意，因此正確。	2	"[""LCNC"", ""Dat""]"
L12101-Q038	L12	L12101	No Code / Low Code的基本概念	Serverless 冷啟延遲對 No Code 流程影響？	PWM 抑制	提升 HDMI HDR	第一次呼叫變慢	DNS Flush	C	選項「第一次呼叫變慢」最符合題意，因此正確。	2	"[""LCNC"", ""Ser""]"
L12101-Q039	L12	L12101	No Code / Low Code的基本概念	Plugin SDK 最重要文件？	介面/事件生命週期	JTAG 指令表	USB 描述符	PCI Bridge	A	選項「介面/事件生命週期」最符合題意，因此正確。	2	"[""LCNC"", ""Plu""]"
L12101-Q040	L12	L12101	No Code / Low Code的基本概念	多租戶 SaaS 資料隔離可用？	單一 DB 共用 Table	Row?Level Security	共享帳號	明文日誌	B	選項「Row?Level Security」最符合題意，因此正確。	2	"[""LCNC"", ""多租戶""]"
L12101-Q041	L12	L12101	No Code / Low Code的基本概念	治理 Dashboard 常見 KPI？	HDR 洩漏率	GPU 越界率	PWM 死區	變更審核通過率	D	選項「變更審核通過率」最符合題意，因此正確。	2	"[""LCNC"", ""治理D""]"
L12101-Q042	L12	L12101	No Code / Low Code的基本概念	自動資料驗證常見方式？	手寫匯編	視覺規則編輯器	Core Dump 分析	JTAG 掃描	B	選項「視覺規則編輯器」最符合題意，因此正確。	2	"[""LCNC"", ""自動資""]"
L12101-Q043	L12	L12101	No Code / Low Code的基本概念	事件佇列順序不一致會導致？	Gamma 失衡	HDCP 停止	增色帶	流程非預期結果	D	選項「流程非預期結果」最符合題意，因此正確。	2	"[""LCNC"", ""事件佇""]"
L12101-Q044	L12	L12101	No Code / Low Code的基本概念	Policy as Code 在 LCNC 的優點？	增加背光 PWM	降低電壓	提升顯示解析度	程式化統一規則	D	選項「程式化統一規則」最符合題意，因此正確。	2	"[""LCNC"", ""Pol""]"
L12101-Q045	L12	L12101	No Code / Low Code的基本概念	Low Code DevOps GUI 編排缺點？	電源紋波增加	可程式彈性較低	PSNR 降低	Vsync 模糊	B	選項「可程式彈性較低」最符合題意，因此正確。	2	"[""LCNC"", ""Low""]"
L12101-Q046	L12	L12101	No Code / Low Code的基本概念	Low Code DSL 存在的最大價值？	提升光亮度	加快記憶體存取	以業務語意抽象減少程式碼	增加 CPU Cycle	C	選項「以業務語意抽象減少程式碼」最符合題意，因此正確。	3	"[""LCNC"", ""Low""]"
L12101-Q047	L12	L12101	No Code / Low Code的基本概念	Workflow 版本衝突常見解法？	強制覆蓋	Branch 合併審查	二進位 patch	重灌 OS	B	選項「Branch 合併審查」最符合題意，因此正確。	3	"[""LCNC"", ""Wor""]"
L12101-Q048	L12	L12101	No Code / Low Code的基本概念	Serverless 部署 LCNC 時最需關注？	執行 Timeout 與記憶體限制	色彩飽和度	機殼噪音	MAC 地址	A	選項「執行 Timeout 與記憶體限制」最符合題意，因此正確。	3	"[""LCNC"", ""Ser""]"
L12101-Q049	L12	L12101	No Code / Low Code的基本概念	跨雲部署 LCNC 面臨的挑戰？	SD 卡速度	PSU 容量	IR 信號	不同雲 API/服務差異	D	選項「不同雲 API/服務差異」最符合題意，因此正確。	3	"[""LCNC"", ""跨雲部""]"
L12101-Q050	L12	L12101	No Code / Low Code的基本概念	事件佇列觸發流程需注意？	色溫校準	訊息順序保持與重播策略	Gamma 曲線	USB 3.1 模式	B	選項「訊息順序保持與重播策略」最符合題意，因此正確。	3	"[""LCNC"", ""事件佇""]"
L12101-Q051	L12	L12101	No Code / Low Code的基本概念	Low Code 容器化 DevSecOps 重點？	超頻電壓	映像掃描與最小權限	降低 Vsync	提升 PPI	B	選項「映像掃描與最小權限」最符合題意，因此正確。	3	"[""LCNC"", ""Low""]"
L12101-Q052	L12	L12101	No Code / Low Code的基本概念	Data Fabric 結合 LCNC 的價值？	統一資料存取層與治理	提升 PWM 頻率	增加散熱面積	擴大色域	A	選項「統一資料存取層與治理」最符合題意，因此正確。	3	"[""LCNC"", ""Dat""]"
L12101-Q053	L12	L12101	No Code / Low Code的基本概念	Meta?Model Repository 能解決？	HDR 太高	BIOS 版本	PSNR 翻倍	多專案元資料版本一致	D	選項「多專案元資料版本一致」最符合題意，因此正確。	3	"[""LCNC"", ""Met""]"
L12101-Q054	L12	L12101	No Code / Low Code的基本概念	報表快速產生在大規模資料下瓶頸？	風扇噪音	查詢延遲與客戶端渲染	PWM 光暈	CR2032 電量	B	選項「查詢延遲與客戶端渲染」最符合題意，因此正確。	3	"[""LCNC"", ""報表快""]"
L12101-Q055	L12	L12101	No Code / Low Code的基本概念	GitOps 與 GUI Pipeline 的主要差異？	亮度調整	審核/回滾與程式化	PWM 過載	VGA 模式	B	選項「審核/回滾與程式化」最符合題意，因此正確。	3	"[""LCNC"", ""Git""]"
L12101-Q056	L12	L12101	No Code / Low Code的基本概念	LCNC SRE 監控核心指標是？	Gamma	PSNR	可用性 (Availability)、錯誤率	TPS	C	選項「可用性 (Availability)、錯誤率」最符合題意，因此正確。	3	"[""LCNC"", ""LCN""]"
L12101-Q057	L12	L12101	No Code / Low Code的基本概念	低代碼微服務拆分難點？	PWM ?值	跨服務事務與依賴管理	GPU 驅動	HDMI 速率	B	選項「跨服務事務與依賴管理」最符合題意，因此正確。	3	"[""LCNC"", ""低代碼""]"
L12101-Q058	L12	L12101	No Code / Low Code的基本概念	Design?to?Code 規格不一致將造成？	風扇 RPM	產出 UI 與設計落差	PWM 抖動	USB Hot?plug	B	選項「產出 UI 與設計落差」最符合題意，因此正確。	3	"[""LCNC"", ""Des""]"
L12101-Q059	L12	L12101	No Code / Low Code的基本概念	Policy as Code 落地 LCNC 的挑戰？	Vcore 上升	顯示器閃爍	PWM Leakage	缺乏可程式介面/鉤子	D	選項「缺乏可程式介面/鉤子」最符合題意，因此正確。	3	"[""LCNC"", ""Pol""]"
L12101-Q060	L12	L12101	No Code / Low Code的基本概念	Container 化帶來成本？	額外運行時與映像管理	電容老化	Fans Keep Alive	Luma Upscale	A	選項「額外運行時與映像管理」最符合題意，因此正確。	3	"[""LCNC"", ""Con""]"
L12101-Q061	L12	L12101	No Code / Low Code的基本概念	Workflow Orchestration 與 Choreography 治理差異？	IPS vs VA	MIPI vs LVDS	集中 vs 去中心	SATA vs NVMe	C	選項「集中 vs 去中心」最符合題意，因此正確。	3	"[""LCNC"", ""Wor""]"
L12101-Q062	L12	L12101	No Code / Low Code的基本概念	DRY 原則在視覺化開發中難以落實因？	色域限制	PWM 漂移	元件複製容易重複邏輯	PSU Inductor	C	選項「元件複製容易重複邏輯」最符合題意，因此正確。	3	"[""LCNC"", ""DRY""]"
L12101-Q063	L12	L12101	No Code / Low Code的基本概念	No Code 報表在巨量資料時需？	分頁查詢/Async Loading	增加亮度	升級 BIOS	改水冷	A	選項「分頁查詢/Async Loading」最符合題意，因此正確。	3	"[""LCNC"", ""NoC""]"
L12101-Q064	L12	L12101	No Code / Low Code的基本概念	Serverless 冷啟優化策略？	DDR5 升級	換導熱膏	PWM 高頻	預熱保持容器活動	D	選項「預熱保持容器活動」最符合題意，因此正確。	3	"[""LCNC"", ""Ser""]"
L12101-Q065	L12	L12101	No Code / Low Code的基本概念	多租戶資料隔離可透過？	IP 白名單	資料庫 Row?Level Security	PWM	SSD Trim	B	選項「資料庫 Row?Level Security」最符合題意，因此正確。	3	"[""LCNC"", ""多租戶""]"
L12101-Q066	L12	L12101	No Code / Low Code的基本概念	DataOps 血統追蹤可避免？	散熱不足	色溫偏移	數據來源不明/錯用	Vsync Tearing	C	選項「數據來源不明/錯用」最符合題意，因此正確。	3	"[""LCNC"", ""Dat""]"
L12101-Q067	L12	L12101	No Code / Low Code的基本概念	Integration Flow 延遲瓶頸常出現在？	LCD 反應	GPU 核心	PWM 陰影	串行連接器呼叫 (Connector)	D	選項「串行連接器呼叫 (Connector)」最符合題意，因此正確。	3	"[""LCNC"", ""Int""]"
